Event	ID	Name			Wwise Object Path	Notes
	3933200	DEF_Deactivation			\Bruitages\DEF_Deactivation	
	58586296	Voice_Gameplay_Player1Wins			\Voices\Voice_Gameplay_Player1Wins	
	188761361	Jump_Character			\Bruitages\Jump_Character	
	358592376	Sound_Repair_Room			\Bruitages\Sound_Repair_Room	
	924321492	Take_ENE_In_Energy_Room			\Bruitages\Take_ENE_In_Energy_Room	
	1010736921	ATK_Damaged_Room_After_Gun_Shoot			\Bruitages\ATK_Damaged_Room_After_Gun_Shoot	
	1019552089	LoadingScreen_Door_Open			\Bruitages\LoadingScreen_Door_Open	
	1331881583	Take_MUN_In_Munition_Room			\Bruitages\Take_MUN_In_Munition_Room	
	1440017180	ATK_Shield_Impact			\Bruitages\ATK_Shield_Impact	
	1532752073	ATK_Gun_Shoot_Alarm_Play			\Bruitages\ATK_Gun_Shoot_Alarm_Play	
	1546397745	Load_MUN_In_ATK_Room			\Bruitages\Load_MUN_In_ATK_Room	
	1681694257	Voice_Gameplay_Round2			\Voices\Voice_Gameplay_Round2	
	1681694258	Voice_Gameplay_Round1			\Voices\Voice_Gameplay_Round1	
	2001103521	JAM_Activation_Stop			\Bruitages\JAM_Activation_Stop	
	2064600639	Voice_Gameplay_FinalRound			\Voices\Voice_Gameplay_FinalRound	
	2374125340	JAM_Hacked_Room			\Bruitages\JAM_Hacked_Room	
	2426403883	Voice_Gameplay_Player2Wins			\Voices\Voice_Gameplay_Player2Wins	
	2833402766	Load_ENE_In_DEF_Room			\Bruitages\Load_ENE_In_DEF_Room	
	3055272175	ATK_Gun_Shoot_Alarm_Stop			\Bruitages\ATK_Gun_Shoot_Alarm_Stop	
	3178440203	JAM_Activation_Play			\Bruitages\JAM_Activation_Play	
	3402899663	Amb_EXT			\Bruitages\Amb_EXT	
	3815251225	DEF_Activation			\Bruitages\DEF_Activation	
	3911605056	Voice_Gameplay_TimeOut			\Voices\Voice_Gameplay_TimeOut	
	4073936959	LoadingScreen_Door_Close			\Bruitages\LoadingScreen_Door_Close	
	4099086052	ATK_Activation			\Bruitages\ATK_Activation	
	4140801355	Voice_Gameplay_Fight			\Voices\Voice_Gameplay_Fight	
	4227203051	JAM_Deactivation			\Bruitages\JAM_Deactivation	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	46611289	Gun_Shoot_ATK_4	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\Gun_Shoot_ATK_4_10C4C929.wem		\Actor-Mixer Hierarchy\ATK\ATK_Activation\Gun_Shoot_ATK\Gun_Shoot_ATK_4		405056
	160641533	LoadingScreen_Door_Close	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\LoadingScreen_Door_Close_10C4C929.wem		\Actor-Mixer Hierarchy\UI\LoadingScreen_Door_Close		143552
	166527931	Gun_Shoot_ATK_5	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\Gun_Shoot_ATK_5_10C4C929.wem		\Actor-Mixer Hierarchy\ATK\ATK_Activation\Gun_Shoot_ATK\Gun_Shoot_ATK_5		405056
	204726557	Sound_Hacked_Room_A	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\Sound_Hacked_Room_A_10C4C929.wem		\Actor-Mixer Hierarchy\JAM\JAM_Hacked_Room\Sound_Hacked_Room_A		237888
	206436918	Sfx_Activate_Button	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\Sfx_Activate_Button_06355EA7.wem		\Actor-Mixer Hierarchy\JAM\JAM_Activation\Sfx_Activate_Button		19764
	207334017	Voice_Gameplay_Player1Wins	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\Voice_Gameplay_Player1Wins_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voices\Voice_Gameplay_Player1Wins		291392
	251909760	Jump_Character_A	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\Jump_Character_A_10C4C929.wem		\Actor-Mixer Hierarchy\Player\Jump_Character\Jump_Character_A		25728
	262899983	Gun_Shoot_ATK_8	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\Gun_Shoot_ATK_8_10C4C929.wem		\Actor-Mixer Hierarchy\ATK\ATK_Activation\Gun_Shoot_ATK\Gun_Shoot_ATK_8		562752
	318261570	Sound_Hacked_Room_C	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\Sound_Hacked_Room_C_10C4C929.wem		\Actor-Mixer Hierarchy\JAM\JAM_Hacked_Room\Sound_Hacked_Room_C		237888
	384703938	DEF_Deactivation_3	Y:\Documents\Greg\Cnam Enjmin\JMIN M1\Projets\Nano-Projet\nano-projet\Nano_Project_WwiseProject\.cache\Windows\SFX\DEF_Deactivation_3_10C4C929.wem		\Actor-Mixer Hierarchy\DEF\DEF_Activation\DEF_Deactivation_3		753472
